symbol,company,price,sector,avg_volume,market_cap,pe_ratio,week52high,week52low
ICLN,iShares S&P Global Clean Energy Index Fund,9.49,,108465,151840000,0,9.77,8.31
IBUY,Amplify Online Retail ETF,45.84,,111453,0,0,46.12,28.5055
IDXG,Interpace Diagnostics Group Inc.,0.951,Healthcare,485625,25519998,0.29,4.45,0.72
IDXX,IDEXX Laboratories Inc.,182.48,Healthcare,644101,15915670748,57.75,198.73,141.02
ICLR,ICON plc,115.01,Healthcare,352116,6228044522,21.38,124.48,76.455
IIPR,Innovative Industrial Properties Inc.,25.92,Real Estate,294692,91382619,76.24,36.88,15.45
ILPT,Industrial Logistics Properties Trust,21.59,Real Estate,619008,1403350000,0,24,17.21
ICON,Iconix Brand Group Inc.,1.65,Consumer Cyclical,3316214,94401910,1.51,9.46,1.1
IAM,I-AM Capital Acquisition Company,9.92,Industrials,2393,67654648,0,11.11,9.75
IART,Integra LifeSciences Holdings Corporation,52.26,Healthcare,510834,4101230858,28.87,56.42,40.51
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund of Beneficial Interest,10.63,Financial Services,36765,129728237,0,11.38,9.51
IAG,Iamgold Corporation,5.88,Basic Materials,5142242,2742605301,58.8,7.25,3.36
HZN,Horizon Global Corporation,8.32,Industrials,617324,207483960,12.24,19.32,7.691
IAC,IAC/InterActiveCorp,149.09,Technology,854377,12314834000,186.36,151.5,72
IESC,IES Holdings Inc.,15.85,Industrials,37193,338223071,0,20.6838,14.05
ICCC,ImmuCell Corporation,7.35,Healthcare,6602,40304810,0,9.25,5
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,40.26,,9193,42273000,0,42.63,32.6001
ICCH,ICC Holdings Inc.,15.19,Financial Services,642,47791545,0,18,14.2001
IIJI,Internet Initiative Japan Inc.,10.67,Technology,4795,941814422,33.71,12.5,7.9419
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one),65.9,Consumer Cyclical,303648,12520352862,0,69.23,48.389404
IHD,Voya Emerging Markets High Income Dividend Equity Fund,9.48,Financial Services,67123,180375486,0,9.86,8.21
IFV,First Trust Dorsey Wright International Focus 5 ETF,22.94,,214375,964090046,0,24.24,18.62
IDTI,Integrated Device Technology Inc.,29.2,Technology,1729382,3864256022,24.96,34.13,22.7
HZNP,Horizon Pharma plc,13.89,Healthcare,1753391,2276373804,10.07,17.69,9.45
IFF,Internationa Flavors & Fragrances Inc.,141.83,Basic Materials,410096,11201330319,24.08,157.4,121.03
IFRX,InflaRx N.V.,29.2,Healthcare,63685,675640652,0,32.61,14.47
ICUI,ICU Medical Inc.,226.2,Healthcare,93983,4553527017,88.71,240.2,142.013
IDCC,InterDigital Inc.,79.35,Communication Services,298803,2754351494,10.96,102.3,67.55
ICFI,ICF International Inc.,55.5,Industrials,78426,1034653533,18.44,56.95,40.2
IDRA,Idera Pharmaceuticals Inc.,1.93,Healthcare,2271756,377575928,-5.85,2.87,1.32
IIVI,II-VI Incorporated,38.3,Technology,997943,2393235248,22.66,53.075,27.25
IIIN,Insteel Industries Inc.,31.13,Basic Materials,143399,592747762,0,38.69,23.2
IBTX,Independent Bank Group Inc,74.4,Financial Services,125316,2102164039,21.57,75.95,51.7045
IHTA,Invesco High Income 2024 Target Term Fund of Beneficial Interest No par value per share,9.38,,5942,75816000,0,10.33,9.36
IGT,International Game Technology,27.19,Consumer Cyclical,1269643,5504071700,15.81,29.89,17.25
IGR,CBRE Clarion Global Real Estate Income Fund,7.35,Financial Services,401943,856940131,0,8.05,7.14
IBKC,IBERIABANK Corporation,84.3,Financial Services,435716,4541432530,18.94,87.55,68.55
IGLD,Internet Gold Golden Lines Ltd.,7.6,Communication Services,3570,142103576,0,11.51,5.86
IBCP,Independent Bank Corporation,23.5,Financial Services,99858,501345922,19.26,24.2,18.5
IGF,iShares Global Infrastructure ETF,44.09,,382685,2464631000,0,46.8,40.22
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,7.67,Financial Services,398362,744583819,0,8.16,7
IMAX,Imax Corporation,22.6,Consumer Cyclical,1055978,1463462119,94.17,34.6,17.575
IBKR,Interactive Brokers Group Inc.,67.37,Financial Services,834178,27736450310,44.32,68.58,33.01
IHC,Independence Holding Company,28.7,Financial Services,15382,426549330,0,30.05,16.55
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,20.459,Financial Services,23374,221239814,0,23.18,19.49
IMKTA,Ingles Markets Incorporated Class A Common Stock,32.15,Consumer Defensive,113377,651351798,12.09,48.35,20.75
IDSA,Industrial Services of America Inc.,2.23,Industrials,42713,18103216,0,2.64,0.96
IDSY,I.D. Systems Inc.,7.87,Technology,42335,137207886,-23.85,8.05,5.5
IHIT,Invesco High Income 2023 Target Term Fund of Beneficial Interest,9.76,Financial Services,72637,233668191,0,10.32,9.53
ILG,ILG Inc,32.2,Consumer Cyclical,1277086,3994341865,23.85,32.26,18.06
IGOV,iShares International Treasury Bond ETF,51.43,,199963,954026500,0,51.79,44.57
IGA,Voya Global Advantage and Premium Opportunity Fund of Beneficial Interest,11.24,Financial Services,79929,206223854,0,11.85,10.19
IDT,IDT Corporation Class B,10.26,Communication Services,221127,254867439,20.94,20.43,9.7
IMDZ,Immune Design Corp.,3.35,Healthcare,627513,160997107,-1.57,13.05,2.9
ICHR,Ichor Holdings,25.17,Technology,1895118,651903000,10.36,35.51,16.82
IDE,Voya Infrastructure Industrials and Materials Fund of Beneficial Interest,16.16,Financial Services,81088,311543453,0,17.6614,13.73
IDA,IDACORP Inc.,85.27,Utilities,313770,4297014350,20.75,100.04,79.59
IDLB,PowerShares FTSE International Low Beta Equal Weight Portfolio,30.63,,8810,124927030,0,32.01,25.26
IEX,IDEX Corporation,137.35,Industrials,288431,10493793411,31.87,148.32,89.69
IBKCO,IBERIABANK Corporation Depositary Shares Representing Series C Fixed to Floating,26.57,Financial Services,4695,0,0,28.92,26.21
IMGN,ImmunoGen Inc.,11.27,Healthcare,3422924,1490465164,-8.54,11.61,2.432
IMI,Intermolecular Inc.,1.38,Technology,82605,68392387,0,1.65,0.8
IEP,Icahn Enterprises L.P.,56.95,Industrials,97650,9629294789,0,59.88,47.064
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,24.11,,116965,140244000,0,26.52,22.99
IEI,iShares 3-7 Year Treasury Bond ETF,120.06,,536977,7023510000,0,124.98,119.842
ILMN,Illumina Inc.,229.2,Healthcare,1090352,33692400000,57.16,248.97,158.0203
IJT,iShares S&P Small-Cap 600 Growth ETF,172.7,,127571,4956490000,0,179.7299,147.58
IBKCP,IBERIABANK Corporation Depositary Shares Representing Series B Fixed to Floating,26.21,Financial Services,5592,0,0,30.5,25.82
IEF,iShares 7-10 Year Treasury Bond ETF,102.01,,3773459,8109795000,0,108.805,101.63
IKNX,Ikonics Corporation,7.77,Basic Materials,3905,15538013,0,10.5,7.251
IFON,InfoSonics Corp,1.44,Technology,61976,4864723,0,5.2,1.321
IBM,International Business Machines Corporation,156.18,Technology,6636706,144590097416,11.29,182.55,139.13
IBN,ICICI Bank Limited,10.15,Financial Services,8072424,32593232517,22.56,11.26,7.354546
IBA,Industrias Bachoco S.A.B. de C.V.,59.41,Consumer Defensive,11681,2970500000,39.61,67.61,46.55
IBB,iShares Nasdaq Biotechnology Index Fund,110.36,,3332086,9695126000,0,119.3,94.199905
ICBK,County Bancorp Inc.,28.22,Financial Services,12225,188322812,18.94,35.89,22.73
IBP,Installed Building Products Inc.,69.85,Basic Materials,212353,2225599886,53.32,79.4,40.1001
IFN,India Fund Inc. (The),25.89,Financial Services,143657,735369463,0,28.81,23.14
IID,Voya International High Dividend Equity Income Fund of Beneficial Interest,7.22,Financial Services,30237,60724734,0,7.94,6.62
IIF,Morgan Stanley India Investment Fund Inc.,32.01,Financial Services,59892,458698606,0,36.8,28.78
IIM,Invesco Value Municipal Income Trust,14.22,Financial Services,161549,669143686,0,15.4699,13.64
IIN,IntriCon Corporation,20.25,Technology,90881,139097513,72.32,24,6.05
III,Information Services Group Inc.,4.24,Industrials,31538,184018095,106,4.63,2.95
HZO,MarineMax Inc. (FL),21.5,Consumer Cyclical,434053,571398212,21.29,24.3,13.8
ICL,Israel Chemicals Limited,4.08,Basic Materials,362953,5207670821,13.6,4.95,3.85
I,Intelsat S.A.,3.5,Communication Services,461496,416500000,-4.12,7.4699,2.441
ICB,MS Income Securities Inc.,18.82,Financial Services,14258,168689965,0,19.79,17.54
IBOC,International Bancshares Corporation,40.85,Financial Services,168472,2699145163,0,42.9,32.5
ICE,Intercontinental Exchange Inc.,71.73,Financial Services,2886695,41767970641,24.4,76.1378,56.97
ICD,Independence Contract Drilling Inc.,4.21,Energy,189731,159902258,-7.8,6.32,2.72
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,49.82,,563,10140000,0,55.47,49.82
ICPT,Intercept Pharmaceuticals Inc.,61.16,Healthcare,1091371,1535243152,-4.25,135.59,51.05
ICAD,icad inc.,3.3,Technology,37796,54158228,-4.9,6.0701,2.9299
IAMXW,I-AM Capital Acquisition Company Warrant,0.3461,,15205,0,0,0.6999,0.2123
IAMXR,I-AM Capital Acquisition Company Right,0.3413,,9868,0,0,0.491,0.21
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.7,,100461,630485880,0,31.7672,26.79
IEUS,iShares MSCI Europe Small-Cap ETF,59.52,,52043,249858000,0,62.36,45.6079
IOSP,Innospec Inc.,68.2,Basic Materials,97044,1646182615,14.73,74.3,54.1
IMPV,Imperva Inc.,46.1,Technology,402086,1568041297,-158.97,52.4,37.17
IPDN,Professional Diversity Network Inc.,3.82,Technology,73844,14940984,0,13.9,2.45
IROQ,IF Bancorp Inc.,19.99,Financial Services,5567,78768756,68.93,20.75,19.1
INAP,Internap Corporation,12.64,Technology,218308,65872804,-7.35,22.36,7.04
IOTS,Adesto Technologies Corporation,6.45,Technology,130326,136346421,-24.81,9.2,3.36
INBKL,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes due 2026,25.3,,1915,0,0,27.8584,24.554
IPL-D,Interstate Power & Light Company Perp Prd Ser D,24.25,Utilities,14213,0,0,26.9072,23.44
INVH,Invitation Homes Inc.,21.52,Real Estate,2702499,11158535680,29.08,24.3,20.245
IPG,Interpublic Group of Companies Inc. (The),25.33,Consumer Cyclical,6259706,9843455661,17.84,26.01,18.3
IPI,Intrepid Potash Inc,3.59,Basic Materials,986394,469468281,-9.21,5.12,1.24
INVA,Innoviva Inc.,16.74,Healthcare,1173203,1808178650,14.43,17.21,11.02
INBK,First Internet Bancorp,37.3,Financial Services,34308,313733172,15.67,42.399,25.475
INOV,Inovalon Holdings Inc.,12.7,Technology,491419,1852588510,60.48,17.8,10.45
IPOA,Social Capital Hedosophia Holdings Corp. Class A par value $0.0001,10,Industrials,198741,862500000,0,10.85,9.85
INOD,Innodata Inc.,1.11,Technology,16103,30183462,0,2.4,0.8843
INGN,Inogen Inc,124.46,Healthcare,132540,2597524632,101.19,130.05,67.34
IMNP,Immune Pharmaceuticals Inc.,0.489,Healthcare,2475662,14670000,0,5.02,0.4
IPWR,Ideal Power Inc.,1.2,Industrials,539813,16800944,-1.25,3.59,1.06
INTL,INTL FCStone Inc.,39.06,Financial Services,109477,736066248,0,44.91,33.111
INVE,Identiv Inc.,4.075,Technology,59521,58048937,-12.73,7.81,2.55
IOVA,Iovance Biotherapeutics Inc.,17.95,Healthcare,1330940,1573007270,-13.81,18.3,4.45
INGR,Ingredion Incorporated,131.12,Consumer Defensive,461016,9440164166,17.01,146.28,113.421
IRS,IRSA Inversiones Y Representaciones S.A.,27.26,Real Estate,91338,1577472030,-4.38,32.97,21.22
INFY,Infosys Limited American Depositary Shares,17.59,Technology,7514195,38228104293,18.71,18.71,13.88
IRDMB,Iridium Communications Inc 6.75% Series B Cumulative Perpetual Convertible Preferred Stock,427,Communication Services,746,205591000,0,443.914,300
INPX,Inpixon,2.35,Technology,998726,122929,0,138.3,2.25
IRWD,Ironwood Pharmaceuticals Inc.,15.36,Healthcare,2009412,2300251546,-16.52,19.94,12.89
IPGP,IPG Photonics Corporation,239.36,Technology,505891,12909763356,32.97,264.1114,116.02
IMRNW,Immuron Limited Warrants,2,,3087,0,0,3.74,0.64
INN,Summit Hotel Properties Inc.,14.43,Real Estate,801544,1504711150,10.85,19.39,13.94
INO,Inovio Pharmaceuticals Inc.,4.2,Healthcare,1597019,379243889,-3.5,9.86,3.76
INWK,InnerWorkings Inc.,8.94,Consumer Cyclical,253133,492204261,19.02,12.03,8.19
INF,Brookfield Global Listed Infrastructure Income Fund Closed End Fund,12.58,Financial Services,77666,173594439,0,14.2,11.7
ING,ING Group N.V.,18.38,Financial Services,3791551,71422135271,12.94,20.58,13.63
INDUU,Industrea Acquisition Corp. Unit,10.28,Industrials,44804,0,0,10.455,9.95
INB,Cohen & Steers Global Income Builder Inc. of Beneficial Interest,9.5,Financial Services,126127,219849646,0,10.44,8.84
IRDM,Iridium Communications Inc,12.55,Communication Services,563498,1229534933,13.64,13,7.8
IPHS,Innophos Holdings Inc.,43.25,Basic Materials,118182,844628904,17.58,58.22,40.45
IPHI,Inphi Corporation $0.001 par value,24.44,Technology,1320819,1039519986,48.88,51.78,23.65
IONS,Ionis Pharmaceuticals Inc.,50.05,Healthcare,1000082,6246014975,185.37,65.51,37.26
IRMD,iRadimed Corporation,13.3,Healthcare,24109,142495646,150,15.85,7.85
INNT,Innovate Biopharmaceuticals Inc.,5,Healthcare,33238,7166124,0,23.5,3.43
IRET,Investors Real Estate Trust Shares of Beneficial Interest,5.05,Real Estate,485359,606187774,10.74,6.75,4.87
INFO,IHS Markit Ltd.,46.77,Technology,2333597,18605778833,28.01,49.19,37.82
INFN,Infinera Corporation,9.82,Technology,2049842,1467805220,-11.55,12.3784,6.1
INFI,Infinity Pharmaceuticals Inc.,1.86,Healthcare,584431,94323265,-1.62,3.84,0.9255
IRTC,iRhythm Technologies Inc.,62.61,Healthcare,232972,1438869649,-48.16,66.2,32.1021
IMOS,ChipMOS TECHNOLOGIES INC.,16.68,Technology,48980,714080858,13.24,21.99,15.25
INT,World Fuel Services Corporation,26.31,Energy,485073,1779049628,14.15,40.16,23.86
IPAR,Inter Parfums Inc.,45.55,Consumer Defensive,135367,1420556371,33.49,48.35,33.716
IPAS,iPass Inc.,0.5,Communication Services,487631,33371062,-2.5,1.5099,0.39
INXN,InterXion Holding N.V. (0.01 nominal value),58.03,Technology,567915,4139105810,90.67,64,36.94
INN-E,Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock,24.14,Real Estate,57211,0,0,26.25,22.1
INN-D,Summit Hotel Properties Inc. 6.45% Series D Cumulative Redeemable Preferred Stock,24.45,Real Estate,5389,0,0,27.58,23.78
INN-C,Summit Hotel Properties Inc. 7.125% Series C Cumulative Redeemable Preferred Stock,25.35,Real Estate,4556,86190000,0,26.25,25.14
INFR,Legg Mason Global Infrastructure ETF,27.06,,1036,0,0,30.3899,26.1258
IPIC,iPic Entertainment Inc.,11.11,Consumer Cyclical,0,137604338,0,17,10.5001
INSE,Inspired Entertainment Inc.,5.55,Consumer Cyclical,149505,119207201,0,14,5.35
INSG,Inseego Corp.,1.98,Technology,256460,115111903,-2.95,3,0.87
INSI,Insight Select Income Fund,19.38,Financial Services,18318,207560478,0,21.1,18.64
IQV,IQVIA Holdings Inc.,101.72,Healthcare,1200657,21167932000,22.07,110.67,75.94
INSM,Insmed Inc.,24.23,Healthcare,946736,1856272609,-7.79,33.94,11.49
INST,Instructure Inc.,42.3,Technology,334247,1305388194,-24.59,43.8,22
INSW,International Seaways Inc.,16.78,Industrials,188943,488127935,30.51,23.43,15.23
INSY,Insys Therapeutics Inc.,7.79,Healthcare,1573561,571136704,-21.64,15.02,4.1
IRBT,iRobot Corporation,66.39,Technology,1486072,1850591375,34.4,109.78,55.75
INCY,Incyte Corporation,86.03,Healthcare,1920849,18155539693,-103.65,153.15,80.85
IRIX,IRIDEX Corporation,7.23,Healthcare,18973,83722077,-9.27,16.37,6.67
IMRN,Immuron Limited,8.4,Healthcare,14395,26128525,0,11.69,4.47
INTG,The Intergroup Corporation,23.1,Real Estate,1540,54520519,-136.18,29,22
IMTE,Integrated Media Technology Limited,5.2,Communication Services,378,13218055,0,10,4.8
INTC,Intel Corporation,45.56,Technology,36243065,213220800000,13.13,50.85,33.23
INNTW,Innovate Biopharmaceuticals Inc. Warrant,0.1595,,10390,0,0,0.3501,0.011
IP,International Paper Company,58.94,Consumer Cyclical,2769874,24337988697,16.37,66.94,49.6
IRR,Voya Natural Resources Equity Income Fund of Beneficial Interest,6.08,,87445,137389657,0,7,5.63
IR,Ingersoll-Rand plc (Ireland),91.03,Industrials,1974593,22747422888,20.14,97.67,77.26
IRT,Independence Realty Trust Inc.,8.78,Real Estate,667719,733293326,12.03,10.63,8.26
INTU,Intuit Inc.,171.69,Technology,1260785,43892530473,45.54,173,114.8
IRL,New Ireland Fund Inc (The),12.71,Financial Services,23394,63318398,0,14.33,12.13
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,33.17,Industrials,2107935,9407413158,15.72,41.53,31.91
IO,Ion Geophysical Corporation,30.3,Energy,310541,364272690,-30.61,32.45,3.2
IQI,Invesco Quality Municipal Income Trust,12,Financial Services,135130,634605564,0,13.04,11.7148
IRCP,IRSA Propiedades Comerciales S.A.,50,Real Estate,9722,1628416535,0,64.68,41.05
INTX,Intersections Inc.,2.19,Industrials,39524,53000413,0,5.75,1.88
INDU,Industrea Acquisition Corp.,9.77,Industrials,80361,280165875,0,9.85,9.65
IPCC,Infinity Property and Casualty Corporation,121.9,Financial Services,131189,1333026723,24.88,122.1927,83
IPXL,Impax Laboratories Inc.,19.6,Healthcare,948968,1451412360,28.82,25.7,7.75
IPCI,Intellipharmaceutics International Inc.,0.6901,Healthcare,537423,24230692,-2.41,2.92,0.66
INDY,iShares S&P India Nifty 50 Index Fund,36.58,,245773,1194337000,0,39.29,30.26
IPKW,PowerShares International BuyBack Achievers Portfolio,38.44,,77043,292144000,0,40.137,30.21
IMMY,Imprimis Pharmaceuticals Inc.,1.735,Healthcare,882910,35629767,0,4.69,1.35
INDUW,Industrea Acquisition Corp. Warrant,0.5899,,33973,0,0,0.9399,0.36
INDB,Independent Bank Corp.,72.85,Financial Services,81270,1999746341,21.68,76.3,58.3
IMMP,Immutep Limited,1.78,Healthcare,23700,42265669,0,3.24,1.245
IMMR,Immersion Corporation,10.12,Technology,1398041,296022579,-8.58,11.85,5.76
IMMU,Immunomedics Inc.,16.47,Healthcare,2516275,2730455431,-20.59,18.93,4.73
JBHT,J.B. Hunt Transport Services Inc.,120.58,Industrials,1147280,13234016740,32.15,126.49,83.35
JD,JD.com Inc.,46.42,Technology,14449025,66100385670,2321,50.68,29.81
JE,Just Energy Group Inc. (Canada),5.01,Utilities,298023,735970723,10.02,6.35,3.86
JASN,Jason Industries Inc.,2.41,Industrials,94055,65668850,-21.82,2.919,0.77
JASO,JA Solar Holdings Co. Ltd.,7.36,Technology,1211493,350223539,4.78,8.48,4.7
IUSG,iShares Core S&P U.S. Growth ETF,56.17,,604404,3476923000,0,58.35,45.54
IUSB,iShares Core Total USD Bond Market ETF,49.8,,204262,2061720000,0,51.49,49.51
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),15.64,Financial Services,11715274,101106821302,13.6,16.98,10.02
IUSV,iShares Core S&P U.S. Value ETF,55.31,,492138,3313069000,0,58.64,49.3505
ITUS,ITUS Corporation,3.16,Healthcare,1485325,52554564,0,6.43,0.6001
IXUS,iShares Core MSCI Total International Stock ETF,64.54,,816236,9237832000,0,67.93,53
JAX,J. Alexander's Holdings Inc.,9.4,Consumer Cyclical,62237,138134654,-188,12.3,8.7
JJSF,J & J Snack Foods Corp.,139.1,Consumer Defensive,84374,2598175594,33.12,157.33,121.2
ISCA,International Speedway Corporation,45.4,Consumer Cyclical,135349,2006222186,28.37,47.45,32.25
JAG,Jagged Peak Energy Inc.,12.91,Energy,1415626,2748934756,67.95,16.55,10.96
ISTB,iShares Core 1-5 Year USD Bond ETF,49.34,,432132,1598940000,0,50.47,49.24
ITRI,Itron Inc.,68.85,Technology,254784,2666230846,25.22,79.95,57.8
ISTR,Investar Holding Corporation,25,Financial Services,16876,237873150,22.12,25.95,19.8
IVAC,Intevac Inc.,6.2,Technology,103597,136768640,20.67,14.15,6.1
ITRN,Ituran Location and Control Ltd.,33.8,Technology,33234,708722355,16.41,38,26.9
IVENC,Ivy NextShares,100.02,,13,0,0,100.06,99.99
JBSS,John B. Sanfilippo & Son Inc.,59.32,Consumer Defensive,81388,672785076,92.69,74.69,54.32
IX,Orix Corp Ads,88.07,Financial Services,50605,22571313840,91.74,100.03,73.7
JDD,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest,12.28,Financial Services,60437,242430937,0,13.23,11.5
ISNS,Image Sensing Systems Inc.,2.8,Technology,13283,15049602,0,3.85,2.5
IZEA,IZEA Inc.,3.86,Technology,299888,22504500,-3.33,7.85,1.37
IVTY,Invuity Inc.,4.15,Healthcare,311238,71293921,-1.89,9.7,3.7
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,24.65,Industrials,1500,0,0,26.709,22.5001
IVFGC,Ivy NextShares,100.02,,9,0,0,100.02,99.99
JCTCF,Jewett-Cameron Trading Company,14.65,Basic Materials,4801,32411335,0,17.9,10.8
JMBA,Jamba Inc.,9.37,Consumer Cyclical,138063,146061490,0,10.44,6.71
JMF,Nuveen Energy MLP Total Return Fund of Beneficial Interest,11.42,Financial Services,261490,457918578,0,14.27,9.89
JGH,Nuveen Global High Income Fund of Beneficial Interest,16.29,Financial Services,104014,378450502,0,17.45,15.68
JAZZ,Jazz Pharmaceuticals plc,145.76,Healthcare,451609,8738384297,18.29,163.75,128.58
JAKK,JAKKS Pacific Inc.,2.4,Consumer Cyclical,225614,64769832,-1.49,5.85,2.2
JACK,Jack In The Box Inc.,91.6,Consumer Cyclical,895631,2705145398,23.61,113,79.3
JMEI,Jumei International Holding Limited American Depositary Shares each representing one Class A,2.88,Consumer Cyclical,2410004,431154104,0,4.25,2
JLS,Nuveen Mortgage Opportunity Term Fund,23.87,Financial Services,40541,379256514,0,26.3252,23.6658
IVC,Invacare Corporation,18.3,Healthcare,481016,600906724,-9.48,19.05,10.2
ITGR,Integer Holdings Corporation,44.25,Healthcare,148642,1401389978,16.27,55.2,33.9
IVH,Ivy High Income Opportunities Fund of Beneficial Interest,14.18,Financial Services,105425,234921308,0,16.1,13.92
JE-A,Just Energy Group Inc. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares,22.99,Utilities,14981,98258816,0,27.7,21.29
IVR,INVESCO MORTGAGE CAPITAL INC,16.35,Real Estate,1570671,1824930609,10.16,18.86,14.72
JLL,Jones Lang LaSalle Incorporated,158.23,Real Estate,296228,7179499064,17.29,160.69,101.83
IVZ,Invesco Ltd,33.92,Financial Services,3706986,13808103738,12.61,38.43,29.36
JBT,John Bean Technologies Corporation,118.85,Industrials,114145,3751827088,41.85,120.55,80.7
JBR,Select Asset Inc. Corporate Backed Callable Trust Certificates J.C. Penney Debenture-Backed Series 2006-1 Class A-1,14.13,,4774,0,0,17.92,9.82
JMLP,Nuveen All Cap Energy MLP Opportunities Fund of Beneficial Interest,8.57,Financial Services,67946,111826179,0,11.51,7.56
JELD,JELD-WEN Holding Inc.,37.55,Basic Materials,640407,3958301070,37.18,42.27,27.61
IVFVC,Ivy NextShares,100.02,,12,0,0,100.02,99.99
JBL,Jabil Inc.,26.37,Technology,2313301,4620964354,14.18,31.6999,23.7
ISG,ING Group N.V. Perpetual Dent Secs 6.125%,25.52,Financial Services,38366,0,0,26.37,25.2
ISF,ING Group N.V. Perp Hybrid Cap Secs (Netherlands),25.77,Financial Services,68497,0,0,26.24,25.4
ISD,Prudential Short Duration High Yield Fund Inc.,14.42,Financial Services,163383,479561960,0,15.89,14.255
JBLU,JetBlue Airways Corporation,20.3,Industrials,5202227,6509133044,11.53,24.13,18.05
ISRG,Intuitive Surgical Inc.,415.98,Healthcare,994701,46713931694,52.92,452,241.18976
ISIG,Insignia Systems Inc.,1.24,Consumer Cyclical,222342,14775390,0,2.19,0.9
JKI,iShares Morningstar Mid-Cap ETF,160.08,,11594,424344500,0,168.36,142.9
JKHY,Jack Henry & Associates Inc.,122.08,Industrials,372320,9432084530,38.88,127.3099,91.5
JASNW,,0.02,,0,0,0,0.02,0
JEQ,Aberdeen Japan Equity Fund Inc.,9.29,Financial Services,20955,124278759,0,9.89,7.65
IVR-C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,24.1,Real Estate,52521,0,0,25.73,23.4
JEC,Jacobs Engineering Group Inc.,63.19,Industrials,1304280,8952213491,19.56,72.18,49.31
IVR-A,Invesco Mortgage Capital Inc. Pfd Ser A,24.55,Real Estate,13698,0,0,25.6999,24.24
JILL,J. Jill Inc.,8.79,Consumer Cyclical,363595,384544428,0,14.4,4.74
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund of Beneficial Interest $0.01 par value per share,9.3,Financial Services,26191,119823574,0,10.2,9.02
JCAP,Jernigan Capital Inc.,17.55,Real Estate,144844,250473021,11.86,24.89,15.9
ITI,Iteris Inc.,5.52,Technology,341933,182563782,-69,8.17,4.6001
ITG,Investment Technology Group Inc.,20.44,Financial Services,281270,666364726,65.94,23.96,17.63
ITIC,Investors Title Company,192.7,Financial Services,2191,363430851,0,221.8763,126
ISHG,iShares 1-3 Year International Treasury Bond ETF,87.42,,4851,83039500,0,87.6577,76.915
ITW,Illinois Tool Works Inc.,162.55,Industrials,1513394,55518256623,24.59,179.07,129.17
ITT,ITT Inc.,53.52,Industrials,647204,4709760000,20.66,57.62,36.93
JHA,Nuveen High Income December 2018 Target Term Fund,9.8,Financial Services,58323,287580667,0,10.27,9.67
JHB,Nuveen High Income November 2021 Target Term Fund,9.59,Financial Services,146537,535809085,0,10.25,9.5
JFR,Nuveen Floating Rate Income Fund,10.97,Financial Services,208012,624362816,0,12.15,10.66
JHD,Nuveen High Income December 2019 Target Term Fund of Beneficial Interest,9.83,Financial Services,58162,266040398,0,10.36,9.75
JHG,Janus Henderson Group plc,35.43,Financial Services,792086,7100389469,0,244.2,30.24
ITCI,Intra-Cellular Therapies Inc.,19.97,Healthcare,419898,1089915191,-9.08,22.665,7.85
JHI,John Hancock Investors Trust,17,Financial Services,17799,148019425,0,18.85,16.43
ISBC,Investors Bancorp Inc.,13.92,Financial Services,2506626,4261275131,22.1,15.11,12.4796
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of no par value),14.52,Financial Services,37273,4960097427,0,15.58,10.28
JHS,John Hancock Income Securities Trust,14.44,Financial Services,17554,168176687,0,15.12,13.92
JHY,Nuveen High Income 2020 Target Term Fund of Beneficial Interest,9.84,Financial Services,34573,152859220,0,10.5,9.73
JHX,James Hardie Industries plc American Depositary Shares (Ireland),18.05,Basic Materials,12508,7969510330,10.08,18.79,13.55
ISSC,Innovative Solutions and Support Inc.,3.19,Industrials,21458,53553105,159,4.54,2.6
JBGS,JBG SMITH Properties,32.82,Real Estate,453045,3871352252,0,37.24,30.79
JCOM,j2 Global Inc.,77.38,Technology,355679,3745876968,14.46,91.48,70.27
JCP,J.C. Penney Company Inc. Holding Company,3.88,Consumer Cyclical,13910642,1208897560,64.67,7.18,2.35
JCS,Communications Systems Inc.,3.36,Technology,19260,29866893,-2.49,4.99,3.18
