symbol,company,price,sector,avg_volume,market_cap,pe_ratio,week52high,week52low
LDL,Lydall Inc.,44.35,Industrials,81184,764677511,16.61,60.375,42.51
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,25.19,Financial Services,98702,726242310,0,27.25,24.66
LLL,L3 Technologies Inc.,210.98,Industrials,787944,16486430807,24.56,218.705,159.43
LITE,Lumentum Holdings Inc.,58.75,Technology,2915911,3666000000,38.65,68.63,40.35
LMAT,LeMaitre Vascular Inc.,35.51,Healthcare,115282,684098019,46.12,39.88,19.82
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2,2.35,Consumer Cyclical,363681,161831772,0,3.52,1.61
LHCG,LHC Group,63.07,Healthcare,268533,1152856971,27.07,76.14,47.29
LDRI,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,24.65,,4652,23389000,0,25.11,24.5856
LMB,Limbach Holdings Inc.,11.9,Industrials,25792,88718046,0,15.22,11.14
LCUT,Lifetime Brands Inc.,15.75,Consumer Cyclical,24318,234630144,0,21.2,14.25
LCA,Landcadia Holdings Inc.,10.03,Industrials,40129,313437500,0,11,9.89
LARK,Landmark Bancorp Inc.,28.55,Financial Services,4176,116524313,0,30.476192,25.733335
LCM,Advent/Claymore Enhanced Growth & Income Fund of Beneficial Interest,8,Financial Services,49611,73456328,0,8.9,7.85
LMBS,First Trust Low Duration Opportunities ETF,51.5,,297221,1066050103,0,52.32,51.39
LCI,Lannett Co Inc,16.3,Healthcare,751476,616850680,5.7,30.35,14.9
LFIN,LongFin Corp,36.23,Technology,218412,3003467000,0,142.82,4.69
LBAI,Lakeland Bancorp Inc.,19.8,Financial Services,132931,937606507,17.68,21.9,15.055
LEXEA,Liberty Expedia Holdings Inc. Series A Common Stock,38.59,Technology,423067,2210209719,0,58.2,35.8901
LKSD,LSC Communications Inc.,13,Industrials,251633,452986001,8.9,28.9629,11.79
LEXEB,Liberty Expedia Holdings Inc. Series B Common Stock,47.16,Technology,26,2831680141,0,57.52,45.02
LBRDK,Liberty Broadband Corporation,91.12,Communication Services,689116,16523367665,-607.47,104.66,80.41
LAND,Gladstone Land Corporation,12.36,Real Estate,76583,168564914,22.07,14.29,10.77
LANC,Lancaster Colony Corporation,120.13,Consumer Defensive,134855,3297807439,25.95,136.3675,113.335
LFC,China Life Insurance Company Limited American Depositary Shares,14.74,Financial Services,939304,83324350340,32.76,17.85,14.305
LBRDA,Liberty Broadband Corporation Class A Common Stock,90.73,Communication Services,160278,16452646491,-604.87,104.35,80.39
LGND,Ligand Pharmaceuticals Incorporated,155.51,Healthcare,305864,3282112573,116.92,170.3,95.08
LAWS,Lawson Products Inc.,23.5,Industrials,5675,208868658,261.11,28.1,18.7
LJPC,La Jolla Pharmaceutical Company,33.17,Healthcare,508692,734557710,-6.5,41.359,16.71
LEA,Lear Corporation,189.7,Consumer Cyclical,703391,12694748661,11.16,202.42,132.01
LEE,Lee Enterprises Incorporated,2.45,Consumer Cyclical,171000,139851042,9.42,3.1,1.75
LEG,Leggett & Platt Incorporated,44.37,Consumer Cyclical,1492245,5852403000,18.04,54.97,42
LEN,Lennar Corporation Class A,59.15,Consumer Cyclical,5814219,19185103815,15.36,72.17,45.61274
LEO,Dreyfus Strategic Municipals Inc.,7.78,Financial Services,225732,482282441,0,9.18,7.75
LEGR,First Trust Indxx Innovative Transaction & Process ETF,29,,32426,14500058,0,30.62,26.801
LEN.B,Lennar Corporation Class B,47.31,Consumer Cyclical,149013,1645504722,0,58.65,37.33
LBTYA,Liberty Global plc Class A Ordinary Shares,32.34,Communication Services,2504906,26171162464,-14,39.73,28.17
LBTYB,Liberty Global plc Class B Ordinary Shares,35.1,Communication Services,98,26867117928,0,39,29.05
LBTYK,Liberty Global plc,31.46,Communication Services,3455143,25459021988,0,37.86,27.36
LDOS,Leidos Holdings Inc.,66.23,Technology,838590,10019437326,18.3,68.25,49.84
LEDS,SemiLEDS Corporation,4.16,Technology,495743,14742686,0,10.49,1.61
LE,Lands' End Inc.,17.5,Consumer Cyclical,141858,561705953,291.67,24.8,10.55
LB,L Brands Inc.,47.41,Consumer Cyclical,4097963,13382192042,12.68,63.1,35
LC,LendingClub Corporation,4.13,Financial Services,7613271,1713412010,-18.77,6.56,3.29
LL,Lumber Liquidators Holdings Inc,23.63,Consumer Cyclical,975124,673105843,-131.28,41.33,16.45
LM,Legg Mason Inc.,40.08,Financial Services,1107447,3388374743,16.98,47.13,34.1
LH,Laboratory Corporation of America Holdings,174.41,Healthcare,685134,17754938000,18.17,181.715,134.19
LBC,Luther Burbank Corporation,12.81,Financial Services,149332,693661500,0,13.34,11.5
LAUR,Laureate Education Inc.,13.23,Consumer Defensive,477162,2478302182,-9.87,18.96,10.46
LENS,Presbia PLC,3.05,Healthcare,13914,52221664,-5.17,7.14,1.86
LFVN,Lifevantage Corporation,3.99,Consumer Defensive,27551,56696416,23.47,6.84,2.86
LGI,Lazard Global Total Return and Income Fund,18.36,Financial Services,53185,176352151,0,19.39,14.59
LHO-J,LaSalle Hotel Properties 6.3% Series J Cumulative Redeemable Preferred Shares of Beneficial Interest,24.18,Real Estate,8150,2733777646,0,26.5,23.67
LGIH,LGI Homes Inc.,65.45,Consumer Cyclical,436511,1422742872,15.15,79.552,27.28
LGF.A,Lions Gate Entertainment Corporation Class A,28.61,Consumer Cyclical,1258428,2322327287,73.36,36.48,24.27
LGF.B,Lions Gate Entertainment Corporation Class B Non-Voting Shares,27.28,Consumer Cyclical,599489,3455808194,248,34.41,22.5
LAMR,Lamar Advertising Company,69.32,Real Estate,614916,6823285375,13.89,79.165,62.4457
LLNW,Limelight Networks Inc.,3.81,Technology,730229,422249140,-127,6.05,2.1
LFGR,Leaf Group Ltd.,7.95,Technology,109366,165683994,-5.2,10.15,6.35
LCNB,LCNB Corporation,18.55,Financial Services,11087,185927744,14.61,24.35,18.05
LSTR,Landstar System Inc.,110,Industrials,279485,4618997570,29.33,118.6,80
LTRX,Lantronix Inc.,2.195,Technology,68635,39898357,109.75,4.0929,1.78
LXP-C,Lexington Realty Trust Preferred Conv. Series C,48.95,Real Estate,1311,94737830,0,54.428,48.52
LTBR,Lightbridge Corporation,1.5,Industrials,5167212,27450000,0,4.8,0.9401
LYV,Live Nation Entertainment Inc.,46.86,Consumer Cyclical,1363353,9690644532,2343,47.2499,28.001
LONE,Lonestar Resources US Inc.,3.82,Energy,99292,93624942,-0.66,6.64,2.43
LYG,Lloyds Banking Group Plc American Depositary Shares,3.86,Financial Services,5383692,69547745347,7.15,4.21,3.15
LMRK,Landmark Infrastructure Partners LP,17.35,Real Estate,41360,397663700,26.69,18.75,14.1974
LYB,LyondellBasell Industries NV Class A (Netherlands),108.59,Basic Materials,2376524,42893050000,10.63,121.95,78.01
LYL,Dragon Victory International Limited,4.49,Financial Services,70552,52383335,0,14.99,3.7
LPX,Louisiana-Pacific Corporation,28.65,Basic Materials,1858842,4152810423,12.24,31.07,22.07
LPT,Liberty Property Trust,39.59,Real Estate,1009467,5836279135,15.29,45.4,37.21
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,14.16,Technology,931538,10133340624,6.21,17.045,11.91
LPI,Laredo Petroleum Inc.,8.39,Energy,3761012,2034680169,16.13,15.15,7.41
LPG,Dorian LPG Ltd.,7.37,Industrials,564630,406137499,-13.91,11.28,6.2
LOGM,LogMeIn Inc.,117.4,Technology,574322,6151760000,35.36,134.8,90.35
LOGI,Logitech International S.A.,40.13,Technology,666979,6585770016,33.72,43.54,28.47
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,41.58,Consumer Cyclical,625446,13974342408,25.67,46.24,36.11
LXU,LSB Industries Inc.,7.17,Basic Materials,175959,203664589,0,11.7121,5.55
LXP,Lexington Realty Trust,8.12,Real Estate,1123465,1954095620,8.55,11.42,7.98
MAA,Mid-America Apartment Communities Inc.,88.25,Real Estate,861858,10028994750,14.86,110.95,85.3
MAC,Macerich Company (The),59.38,Real Estate,2062243,8372222829,15.07,69.73,52.12
LNDC,Landec Corporation,13.7,Consumer Defensive,57726,377214320,35.13,14.95,11.201
MAIN,Main Street Capital Corporation,36.46,Financial Services,401806,2118250418,15.78,41.79,34.37
LOOP,Loop Industries Inc.,14.97,Communication Services,12141,491122841,0,19,4.4999
MAN,ManpowerGroup,121.76,Industrials,491257,8068856943,17.22,136.93,95.88
LPTX,Leap Therapeutics Inc.,6.5,Healthcare,63981,80301091,-2.27,9.44,4.9
LPTH,LightPath Technologies Inc.,2.24,Technology,260330,57630677,6.79,4.099,2.03
LWAY,Lifeway Foods Inc.,6.93,Consumer Defensive,24412,111048150,57.75,12.09,6.89
LPCN,Lipocine Inc.,1.26,Healthcare,854708,26707637,-1.33,5.33,1.15
MACQ,M I Acquisitions Inc.,10.99,Industrials,10851,71999179,0,10.5,9.95
LSI,Life Storage Inc.,77.91,Real Estate,451399,3625683023,14.73,91.75,69
LOPE,Grand Canyon Education Inc.,91.52,Consumer Defensive,215579,4404020833,24.28,96.15,60.07
LPLA,LPL Financial Holdings Inc.,63.87,Financial Services,981765,5733499277,21.87,64.82,37.385
LNCE,Snyder's-Lance Inc.,50,Consumer Defensive,1121385,4861876400,45.05,50.67,31.03
LRCX,Lam Research Corporation,193.44,Technology,4213347,31521528505,19.42,219.7,114.817
MAGS,Magal Security Systems Ltd.,6.17,Industrials,38209,141986804,0,8,4.13
LOAN,Manhattan Bridge Capital Inc,6.15,Financial Services,20034,49869944,0,6.5,4.65
LVNTA,Liberty Interactive Corporation Series A Liberty Ventures Common Stock,55.48,Technology,484747,4749091440,21.59,62.41,42.3
LUNA,Luna Innovations Incorporated,2.31,Technology,92319,65610669,-77,2.8,1.1582
MA,Mastercard Incorporated,175.35,Financial Services,4146002,194442826935,38.2,177.11,109.16
LPSN,LivePerson Inc.,13.1,Technology,382182,779771186,-145.56,15.1,6.475
LXRX,Lexicon Pharmaceuticals Inc.,7.96,Healthcare,615632,840478840,-6.32,18,7.8
LRN,K12 Inc,15.02,Consumer Defensive,228759,622051227,33.38,21.18,15.02
LRAD,LRAD Corporation,2.33,Technology,70310,75140841,0,2.58,1.3
LZB,La-Z-Boy Incorporated,28.9,Consumer Cyclical,286940,1367475663,16.61,34.25,23.15
LXFR,Luxfer Holdings PLC,13.03,Industrials,42609,345295000,14.32,16.21,10.85
LUV,Southwest Airlines Company,57.73,Industrials,5556685,33942409671,16.49,66.985,49.76
LUB,Luby's Inc.,2.9,Consumer Cyclical,86146,85097136,0,3.64,2.36
LUK,Leucadia National Corporation,25.1,Industrials,1690134,8942454007,16.19,28.3,22.23
LXFT,Luxoft Holding Inc. Class A,43.55,Technology,340877,1473819187,19.71,67.85,40.15
LPNT,LifePoint Health Inc.,48.9,Healthcare,487209,1927432278,12.47,67.95,42.5
LNT,Alliant Energy Corporation,39.14,Utilities,2050102,9049338650,20.93,45.55,36.84
LORL,Loral Space and Communications Inc.,45.3,Technology,35042,1401253620,0,51.75,36.8
LNN,Lindsay Corporation,91.64,Industrials,95939,982509279,42.43,96.22,77.3
LSCC,Lattice Semiconductor Corporation,5.57,Technology,1534551,687146882,0,7.55,5.05
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),4.08,Consumer Defensive,2994,217315659,0,4.55,3.21
LNC,Lincoln National Corporation,78.03,Financial Services,1630683,17018343000,10.03,86.68,61.45
LOXO,Loxo Oncology Inc.,104.33,Healthcare,343264,3123379792,-23.18,108.5,40.015
LQDT,Liquidity Services Inc.,7.2,Consumer Cyclical,185636,229933894,-6.99,8.65,4.335
LULU,lululemon athletica inc.,80.58,Consumer Cyclical,1773479,10908919836,37.48,83.31,47.26
LOCO,El Pollo Loco Holdings Inc.,9.3,Consumer Cyclical,395795,359472137,14.53,14.85,9.05
LTC,LTC Properties Inc.,37.81,Real Estate,274985,1496170776,12.16,52.85,36.93
LTM,LATAM Airlines Group S.A.,16.48,Industrials,436396,9993598781,68.67,17.39,9.79
MAMS,MAM Software Group Inc.,7.55,Technology,4878,94961122,24.35,9.419,5.911
LMT,Lockheed Martin Corporation,358.69,Industrials,1660846,102431369448,26.05,363,263.18
LYTS,LSI Industries Inc.,8.21,Technology,126520,209966292,43.21,10.68,4.99
LOB,Live Oak Bancshares Inc.,26.6,Financial Services,125937,1061222508,22.17,28.2,20.4
LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,11.35,Technology,195,851890197,0,16.6,9
LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,11.35,Technology,1114874,851890197,0,16.95,7.9
LOR,Lazard World Dividend & Income Fund Inc.,11.76,Financial Services,18481,80910952,0,12.63,10.0201
LOW,Lowe's Companies Inc.,95.65,Consumer Cyclical,6601856,79366601103,24.03,108.98,70.76
LTXB,LegacyTexas Financial Group Inc.,43.25,Financial Services,232080,2084633176,19.93,46.45,31.5
LN,LINE Corporation American Depositary Shares (each representing one share of),41.1,Technology,224193,9113185200,89.35,47.81,30.9
LW,Lamb Weston Holdings Inc.,54.29,Consumer Defensive,1326007,7938505575,31.38,60.85,39.07
LNTH,Lantheus Holdings Inc.,20.5,Healthcare,292222,768872918,18.3,24.45,9.25
LQ,La Quinta Holdings Inc.,19.06,Consumer Cyclical,1738364,2217137460,52.94,21.06,11.76
LX,LexinFintech Holdings Ltd.,15.28,Financial Services,396000,2503766574,0,18.29,10.15
LMNX,Luminex Corporation,19.84,Healthcare,291950,874040744,23.9,22.42,17.68
LVS,Las Vegas Sands Corp.,75.04,Consumer Cyclical,4568686,59317619950,24.68,79.84,51.35
LMNR,Limoneira Co,20.85,Consumer Defensive,33664,302776507,50.85,26.06,17.4
M,Macy's Inc,25.65,Consumer Cyclical,9521401,7812127570,8.19,33.73,17.405
MACK,Merrimack Pharmaceuticals Inc.,10.9,Healthcare,139255,145329340,-1.49,39.9,9.68
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,22.74,Basic Materials,421522,2710728477,0,26.89,20.03
LSBK,Lake Shore Bancorp Inc.,16.25,Financial Services,574,103358015,0,17.4,15.31
MFA-B,MFA Financial Inc. Preferred Series B,25.1,Real Estate,19882,200800000,0,25.89,24.4301
MANT,ManTech International Corporation,52.9,Technology,164839,2062777680,34.58,53.5099,33.5
MANU,Manchester United Ltd. Class A,19.45,Consumer Cyclical,36787,3193587965,72.04,22.15,15.8629
MBRX,Moleculin Biotech Inc.,2,Healthcare,1595158,42272118,-9.09,3.75,0.7064
MDRX,Allscripts Healthcare Solutions Inc.,13.235,Technology,1949840,2391311857,28.16,16.125,11.25
MEOH,Methanex Corporation,57.25,Basic Materials,768950,4795847042,12.15,64.6,39.475
MANH,Manhattan Associates Inc.,42.68,Technology,862063,2900975136,24.39,54.21,39.635
MBIO,Mustang Bio Inc.,10.86,Healthcare,84817,284881030,0,13.35,8.055
MBII,Marrone Bio Innovations Inc.,1.18,Basic Materials,96523,120360000,-1.03,2.3,0.85
MBWM,Mercantile Bank Corporation,33.96,Financial Services,35339,563468565,17.87,38.08,28.92
MBCN,Middlefield Banc Corp.,47.75,Financial Services,3516,153645939,33.87,54.6,40.2
MAYS,J. W. Mays Inc.,41.65,Real Estate,351,76599640,172.73,47,33.55
MEIP,MEI Pharma Inc.,2.19,Healthcare,123277,81144671,36.5,3.26,1.48
MAT,Mattel Inc.,16.47,Consumer Cyclical,6964677,5661225689,-15.11,26.3,12.71
MAS,Masco Corporation,42.52,Basic Materials,3400671,13325406580,21.81,46.445,32.965
MAR,Marriott International,140.44,Consumer Cyclical,2443623,50198492867,32.21,149.21,85.63
MDSO,Medidata Solutions Inc.,67.59,Technology,683706,3961247130,77.69,85.92,54.36
MAV,Pioneer Municipal High Income Advantage Trust of Beneficial Interest,10.7,Financial Services,87654,255719514,0,11.88,10.57
MCFT,MCBC Holdings Inc.,25.09,Consumer Cyclical,191500,468659397,23.02,28.62,14.63
MBSD,FlexShares Disciplined Duration MBS Index Fund,23.3,,7590,36115023,0,24.42,23.2
MBFIP,MB Financial Inc. Perpetual Non-Cumulative Preferred Stock Series A,25,Financial Services,8827,100000000,0,26.7,24.97
METC,Ramaco Resources Inc.,7.14,Basic Materials,142157,282453873,-20.4,13.55,3.81
MATW,Matthews International Corporation,52.35,Consumer Cyclical,196313,1690463742,14.66,72.6,50.1
MFA,MFA Financial Inc.,7.28,Real Estate,3261052,2896209680,9.22,8.9,6.72
MFC,Manulife Financial Corporation,19.51,Financial Services,3103294,38665624886,11.34,22.16,16.62
MFD,Macquarie First Trust Global,12.55,Financial Services,30769,107142688,0,14.75,11.73
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),3.78,Financial Services,397839,47939141348,9.22,4,3.37
MBOT,Microbot Medical Inc.,0.81,Healthcare,815610,33300180,0,9.94,0.7501
MEET,The Meet Group Inc.,2.83,Technology,614464,203211025,7.86,6.45,2.19
MCHI,iShares MSCI China ETF,70.63,,3280519,3446744000,0,76.72,48.06
MATR,Mattersight Corporation,2.15,Technology,64776,71035383,-4.39,3.8,1.925
MC,Moelis & Company Class A,52.95,Financial Services,284251,1763705355,23.12,54.3574,34.6
MB,MINDBODY Inc.,33.45,Technology,339699,1562160827,-95.57,36.25,21.573
MELR,Melrose Bancorp Inc.,20,Financial Services,1176,52014860,0,20,16.4
MATX,Matson Inc.,34.39,Industrials,304378,1459781699,17.73,40.32,21.63
MCHX,Marchex Inc.,3.2,Consumer Cyclical,85488,139741664,-24.62,3.669,2.51
MDLZ,Mondelez International Inc.,43.76,Consumer Defensive,9707451,65085493672,20.35,47.23,39.19
MEDP,Medpace Holdings Inc.,37.6,Healthcare,175736,1332156194,25.58,39.64,21.76
MELI,MercadoLibre Inc.,375.78,Consumer Cyclical,630501,16593454244,107.37,395.665,190.07
MCHP,Microchip Technology Incorporated,84.86,Technology,3299526,19886352156,23.12,99.17,71.401
MCBC,Macatawa Bank Corporation,10,Financial Services,38263,339729770,83.33,10.66,8.867
MERC,Mercer International Inc.,13,Basic Materials,157748,845221000,23.21,15,10.45
MDB,MongoDB Inc.,30.27,Technology,159736,1531107272,0,34,24.62
MDC,M.D.C. Holdings Inc.,30.23,Consumer Cyclical,836405,1696605182,11.41,35.18,26.40741
MASI,Masimo Corporation,85.58,Healthcare,545431,4422016504,32.79,104.71,80.69
MCRN,Milacron Holdings Corp.,20.45,Industrials,386216,1419563703,12.1,20.45,15.09
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.61,,139997,766732037,0,19.84,17.96
MBVX,MabVax Therapeutics Holdings Inc.,2.44,Healthcare,164059,16745530,-0.28,10.71,1.281
MDR,McDermott International Inc.,7.89,Energy,7732049,2240971610,14.09,9.07,5.56
MDP,Meredith Corporation,55.45,Consumer Cyclical,675177,2480567173,13.9,72.25,50.625
MCRB,Seres Therapeutics Inc.,9.43,Healthcare,136432,382199211,-4.45,17.42,7.9
MDT,Medtronic plc.,81.61,Healthcare,5544052,110458971780,17.74,89.72,76.515
MDU,MDU Resources Group Inc.,27.13,Basic Materials,968895,5298607721,21.7,28.22,24.29
MDGL,Madrigal Pharmaceuticals Inc.,135.95,Healthcare,230098,1698791095,-100.7,154.75,13.0886
MD,Mednax Inc.,56.43,Healthcare,964019,5292882040,17.97,72.13,40.56
MCRI,Monarch Casino & Resort Inc.,44.14,Consumer Cyclical,65780,781300644,29.04,47.92,23.57
MBIN,Merchants Bancorp,20.66,Financial Services,42683,592635550,0,22,16.27
MED,MEDIFAST INC,66.5,Consumer Cyclical,85117,793587393,32.76,74.775,40
MARA,Marathon Patent Group Inc.,2.68,Industrials,1741558,38934453,-0.32,10.03,0.5
MEN,Blackrock MuniEnhanced Fund Inc,10.71,Financial Services,94552,317487679,0,12.4553,10.56
MEI,Methode Electronics Inc.,40.35,Technology,235254,1540765557,15.82,48.435,36.05
MARK,Remark Holdings Inc.,6.73,Technology,2202773,183885587,-6.73,15.0999,1.93
MET,MetLife Inc.,46.89,Financial Services,8684605,48934404000,9.45,56.58,43.38
MBFI,MB Financial Inc.,41.22,Financial Services,411074,3459095508,17.25,47.64,38.285
MDWD,MediWound Ltd.,4.5,Healthcare,27839,121714817,-6.92,8.25,3.5571
MDXG,MiMedx Group Inc,8.75,Healthcare,2089067,971555139,41.67,18.25,7.7
MBI,MBIA Inc.,8.74,Financial Services,1686100,802139169,0,10.89,6.04
MFCB,MFC Bancorp Ltd.,5.86,Financial Services,10317,73453934,0,10.6,5.86
MDLY,Medley Management Inc. Class A,6.35,Financial Services,14502,184973328,14.77,10.2,5.5
MBB,iShares MBS ETF,104.25,,764985,11853225000,0,107.76,103.98
MCEP,Mid-Con Energy Partners LP,1.7,Energy,162930,51155487,-2.02,2.94,0.92
MBTF,M B T Financial Corp,10.35,Financial Services,56888,237096185,0,12.1,9.25
MDCO,The Medicines Company,32.8,Healthcare,1720484,2391031276,-3.78,55.95,24.45
MBT,Mobile TeleSystems PJSC,12.17,Communication Services,3207947,11895190885,0,12.3,7.765
MCEF,First Trust Municipal CEF Income Opportunity ETF,17.9,,7459,14375236,0,19.39,17.82
MDCA,MDC Partners Inc.,9.4,Consumer Cyclical,299823,469389893,17.09,12.2567,6.8
MESO,Mesoblast Limited,5.3,Healthcare,43925,498669501,-5.52,12.5,4.74
MCO,Moody's Corporation,168.13,Industrials,900067,32112830000,27.98,169.06,110.11
MCN,Madison Covered Call & Equity Strategy Fund,7.57,Financial Services,58376,145861962,0,8.21,7.15
MCK,McKesson Corporation,148.85,Healthcare,1917178,30713609717,11.57,178.86,133.82
MCI,Barings Corporate Investors,14.86,Financial Services,25885,296306379,0,16.36,14.75
MAXR,Maxar Technologies Ltd.,58.7,Technology,144243,3299642874,183.44,67.3,54.6
MCD,McDonald's Corporation,157.16,Consumer Cyclical,4641174,125285687010,23.56,178.7,126.4
MCC,Medley Capital Corporation,4.09,Financial Services,328771,222799523,6.01,7.89,4.09
MCB,Metropolitan Bank Holding Corp.,45.45,Financial Services,78360,372677274,0,51.3,36.35
MCA,Blackrock MuniYield California Quality Fund Inc.,13.81,Financial Services,95996,475142952,0,15.69,13.6
MET-A,MetLife Inc. Preferred Series A Floating Rate,24.705,Financial Services,50226,592920000,0,25.67,23.5
MCY,Mercury General Corporation,45.34,Financial Services,344942,2508756371,27.82,63.23,41.4046
MCS,Marcus Corporation (The),25.1,Consumer Cyclical,77748,698755863,18.06,34.9,23.55
MCR,MFS Charter Income Trust,8.13,Financial Services,162354,405005064,0,8.76,7.9993
MBUU,Malibu Boats Inc.,33.9,Consumer Cyclical,225626,695277847,22.3,35.9,20.2058
MIK,The Michaels Companies Inc.,24.43,Consumer Cyclical,1767917,4427904153,12.93,27.87,17.25
MIN,MFS Intermediate Income Trust,3.94,Financial Services,311938,463866736,0,4.39,3.9
MIC,Macquarie Infrastructure Corporation,64.37,Industrials,855149,5443387963,30.22,81.74,61.55
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc.,10.18,Financial Services,112748,272756201,0,11.89,8.87
MIY,Blackrock MuniYield Michigan Quality Fund Inc.,13.4,Financial Services,57929,396348805,0,14.35,13.14
MNLO,Menlo Therapeutics Inc.,33.96,Healthcare,281100,744674812,0,39.86,20.5
MGNX,MacroGenics Inc.,23.2,Healthcare,234714,854286872,-5.16,24.2633,14.36
MFIN,Medallion Financial Corp.,4.38,Financial Services,236372,106622704,0,5.56,1.68
MNKD,MannKind Corporation,2.84,Healthcare,5200611,337592632,-2.65,6.96,0.6662
MFSF,MutualFirst Financial Inc.,34.35,Financial Services,6109,253825684,17.98,40.5,30.75
MKC.V,McCormick & Company Incorporated,105.15,Consumer Defensive,2131,13635035440,0,109.06,90.6
MMYT,MakeMyTrip Limited,29.1,Consumer Cyclical,338835,2667822030,-15.65,40.9,22.4
MMAC,MMA Capital Management LLC,27.65,Financial Services,15514,152785246,0,30.575,18
MMLP,Martin Midstream Partners L.P.,16.05,Energy,163967,617068123,22.93,20.55,12.7
MIII,M III Acquisition Corp.,10.04,Industrials,194668,192868400,0,10.04,9.71
MGPI,MGP Ingredients Inc.,85.18,Consumer Defensive,145242,1424613012,49.24,90.34,43.1
MMDM,Modern Media Acquisition Corp.,9.82,Industrials,26816,254092500,0,9.94,9.65
MNP,Western Asset Municipal Partners Fund Inc.,14.41,Financial Services,25462,140051698,0,16.26,14.09
MFL,Blackrock MuniHoldings Investment Quality Fund of Beneficial Interest,13.86,Financial Services,142067,524546863,0,15.33,13.7
MFM,MFS Municipal Income Trust,6.63,Financial Services,119371,273073994,0,7.41,6.62
MHF,Western Asset Municipal High Income Fund Inc.,7.22,Financial Services,57263,156189783,0,8.05,7.07
MNK,Mallinckrodt plc,16.71,Healthcare,2883446,1587532080,2.22,55.3245,15.27
MFT,Blackrock MuniYield Investment Quality Fund of Beneficial Interest,13.4,Financial Services,24448,113567533,0,15.32,13.24
MFV,MFS Special Value Trust,6.04,Financial Services,25246,42788677,0,6.84,5.5717
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,28.7,Technology,1686247,12512890729,0,36.21,27.16
MGIC,Magic Software Enterprises Ltd.,8.4,Technology,28561,373704055,17.5,9.5,7.35
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,13.11,Financial Services,14217,55191055,0,14.45,12.83
MHN,Blackrock MuniHoldings New York Quality Fund Inc.,12.81,Financial Services,71751,398801215,0,14.58,12.81
MHO,M/I Homes Inc.,32.43,Consumer Cyclical,317007,892494096,11.22,37.41,22.99
MHLD,Maiden Holdings Ltd.,7.4,Financial Services,624690,626223735,-5.48,17,5.55
MHK,Mohawk Industries Inc.,247.07,Consumer Cyclical,779485,18366733391,18.15,286.85,219.53
MHI,Pioneer Municipal High Income Trust of Beneficial Interest,11.4,Financial Services,77673,259593379,0,12.35,11.21
MKSI,MKS Instruments Inc.,114.75,Technology,620010,6230301449,19.29,114.75,64.45
MHD,Blackrock MuniHoldings Fund Inc.,15.57,Financial Services,30933,220582666,0,18.25,15.51
MLR,Miller Industries Inc.,24.4,Consumer Cyclical,24647,277634961,0,29,22.8
MGA,Magna International Inc.,54.31,Consumer Cyclical,1458946,19460652637,9.68,59.99,39.5
MGF,MFS Government Markets Income Trust,4.6,Financial Services,69493,149965138,0,5.1,4.6
MIXT,MiX Telematics Limited American Depositary Shares each representing 25,13.73,Technology,65056,307211894,41.61,14.4084,5.59
MGI,Moneygram International Inc.,11.37,Financial Services,1530029,616610222,13.87,17.92,9.92
MN,Manning & Napier Inc. Class A,3.05,Financial Services,84896,45873058,7.82,6.7,2.95
MKTX,MarketAxess Holdings Inc.,200.12,Financial Services,280483,7511892233,51.31,211.06,171.45
MLP,Maui Land & Pineapple Company Inc.,11.8,Real Estate,48685,225492088,0,27.8,7.9325
MGM,MGM Resorts International,34.71,Consumer Cyclical,9107387,19650658484,30.72,38.41,25.15
MGYR,Magyar Bancorp Inc.,12.35,Financial Services,1253,72335575,0,14.95,12.01
MGP,MGM Growth Properties LLC Class A representing limited liability company interests,26.4,Real Estate,834469,6765235778,13.4,31.83,25.15
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,23.09,Financial Services,43688,287892885,0,26.5,21.48
MFNC,Mackinac Financial Corporation,16.16,Financial Services,8836,98724365,0,16.8,13.16
MLAB,Mesa Laboratories Inc.,135.1,Technology,18333,511104646,31.86,169.805,117.58
MLVF,Malvern Bancorp Inc.,23.25,Financial Services,9632,152814903,83.04,28.2,20.05
MGRC,McGrath RentCorp,48.13,Industrials,71100,1156665551,25.33,50.69,32.09
MINI,Mobile Mini Inc.,42.9,Consumer Cyclical,246498,1903534261,36.67,46.0999,26.7
MIND,Mitcham Industries Inc.,3.5,Technology,25646,42312687,-1.26,5.12,2.82
MG,Mistras Group Inc,19.63,Industrials,66761,555346618,0,23.83,16.9952
